Date,Ticker,Risk Group,Frequency,Predicted,Actual
2025-02-15 05:00:00+00:00,BTC-USD,Low,hourly,-12.48670423957087,-13.913344852806016
2025-02-15 06:00:00+00:00,BTC-USD,Low,hourly,-12.284670066638538,-13.503745218256697
2025-02-15 07:00:00+00:00,BTC-USD,Low,hourly,-12.44613943500771,-13.834249139236592
2025-02-15 08:00:00+00:00,BTC-USD,Low,hourly,-12.594871496567258,-13.239977940031071
2025-02-15 09:00:00+00:00,BTC-USD,Low,hourly,-12.56586604820694,-15.69717961136531
2025-02-15 10:00:00+00:00,BTC-USD,Low,hourly,-12.810398984302363,-13.174108541463838
2025-02-15 11:00:00+00:00,BTC-USD,Low,hourly,-13.038897710305573,-14.448710741088124
2025-02-15 12:00:00+00:00,BTC-USD,Low,hourly,-12.920712591920804,-12.868744239804071
2025-02-15 13:00:00+00:00,BTC-USD,Low,hourly,-13.151452706651003,-16.867282859998248
2025-02-15 14:00:00+00:00,BTC-USD,Low,hourly,-12.936410555151918,-13.143720751796028
2025-02-15 15:00:00+00:00,BTC-USD,Low,hourly,-13.39058098548312,-17.088210528352217
2025-02-15 16:00:00+00:00,BTC-USD,Low,hourly,-13.269700069813334,-13.617518971106303
2025-02-15 17:00:00+00:00,BTC-USD,Low,hourly,-13.514306117621544,-13.23745113902268
2025-02-15 18:00:00+00:00,BTC-USD,Low,hourly,-13.712267234343074,-12.938769540891148
2025-02-15 19:00:00+00:00,BTC-USD,Low,hourly,-13.69739982889388,-16.995248878148324
2025-02-15 20:00:00+00:00,BTC-USD,Low,hourly,-13.45803572293093,-15.048922431936294
2025-02-15 21:00:00+00:00,BTC-USD,Low,hourly,-13.936789095516964,-12.93181625604636
2025-02-15 22:00:00+00:00,BTC-USD,Low,hourly,-14.063001639149682,-13.063017118291883
2025-02-15 23:00:00+00:00,BTC-USD,Low,hourly,-13.9347289296243,-15.21902888266702
2025-02-16 00:00:00+00:00,BTC-USD,Low,hourly,-14.184270243965825,-15.261140854943232
2025-02-16 01:00:00+00:00,BTC-USD,Low,hourly,-13.984198743638311,-15.9989144901846
2025-02-16 02:00:00+00:00,BTC-USD,Low,hourly,-14.582904585278351,-13.32070380589033
2025-02-16 03:00:00+00:00,BTC-USD,Low,hourly,-14.420948291403109,-16.668824729872135
2025-02-16 04:00:00+00:00,BTC-USD,Low,hourly,-14.255355749957483,-16.804064332222968
2025-02-16 05:00:00+00:00,BTC-USD,Low,hourly,-14.624631623485536,-14.143081837175272
2025-02-16 06:00:00+00:00,BTC-USD,Low,hourly,-14.80343819926286,-13.433354352375948
2025-02-16 07:00:00+00:00,BTC-USD,Low,hourly,-14.767983389723389,-11.872373857009023
2025-02-16 08:00:00+00:00,BTC-USD,Low,hourly,-14.581826559923194,-14.568759672058148
2025-02-16 09:00:00+00:00,BTC-USD,Low,hourly,-14.53624085017338,-12.4392857146401
2025-02-16 10:00:00+00:00,BTC-USD,Low,hourly,-14.31059163686984,-12.693792726765883
2025-02-16 11:00:00+00:00,BTC-USD,Low,hourly,-14.240783294917522,-13.108172425569103
2025-02-16 12:00:00+00:00,BTC-USD,Low,hourly,-13.944169479686606,-12.32095222120862
2025-02-16 13:00:00+00:00,BTC-USD,Low,hourly,-14.224043162585827,-11.964170444964443
2025-02-16 14:00:00+00:00,BTC-USD,Low,hourly,-13.697694288902085,-14.036385850053726
2025-02-16 15:00:00+00:00,BTC-USD,Low,hourly,-13.883728375193952,-18.45373040435086
2025-02-16 16:00:00+00:00,BTC-USD,Low,hourly,-13.584023745070981,-14.604774314718735
2025-02-16 17:00:00+00:00,BTC-USD,Low,hourly,-14.03209088607774,-13.845584591433903
2025-02-16 18:00:00+00:00,BTC-USD,Low,hourly,-14.061744755219795,-15.846698336246858
2025-02-16 19:00:00+00:00,BTC-USD,Low,hourly,-14.408294527773027,-13.00463527692734
2025-02-16 20:00:00+00:00,BTC-USD,Low,hourly,-14.374273099300735,-13.119996666524644
2025-02-16 21:00:00+00:00,BTC-USD,Low,hourly,-14.04650858933839,-12.0706088474687
2025-02-16 22:00:00+00:00,BTC-USD,Low,hourly,-13.966601106160386,-11.687674791197932
2025-02-16 23:00:00+00:00,BTC-USD,Low,hourly,-13.974300546486848,-9.919639685143949
2025-02-17 00:00:00+00:00,BTC-USD,Low,hourly,-13.751536761343184,-14.00157674227706
2025-02-17 01:00:00+00:00,BTC-USD,Low,hourly,-13.438755141319557,-12.17235906569312
2025-02-17 02:00:00+00:00,BTC-USD,Low,hourly,-13.251581167104936,-11.408121131120335
2025-02-17 03:00:00+00:00,BTC-USD,Low,hourly,-13.44835310143321,-15.444035795113493
2025-02-17 04:00:00+00:00,BTC-USD,Low,hourly,-13.258452446403298,-13.13114251807364
2025-02-17 05:00:00+00:00,BTC-USD,Low,hourly,-13.233642203706154,-12.965142910046584
2025-02-17 06:00:00+00:00,BTC-USD,Low,hourly,-13.159104979935336,-13.226720518833613
2025-02-17 07:00:00+00:00,BTC-USD,Low,hourly,-12.99828623748501,-11.589227373410516
2025-02-17 08:00:00+00:00,BTC-USD,Low,hourly,-13.265515169569541,-14.222843036571872
2025-02-17 09:00:00+00:00,BTC-USD,Low,hourly,-12.906242535057352,-15.475541231812574
2025-02-17 10:00:00+00:00,BTC-USD,Low,hourly,-13.05979238562456,-14.711404080207856
2025-02-17 11:00:00+00:00,BTC-USD,Low,hourly,-13.336760134307283,-14.401463479514788
2025-02-17 12:00:00+00:00,BTC-USD,Low,hourly,-13.401564935885665,-11.035845534515312
2025-02-17 13:00:00+00:00,BTC-USD,Low,hourly,-13.468281585497099,-14.725587046277871
2025-02-17 14:00:00+00:00,BTC-USD,Low,hourly,-13.41522303026824,-11.092859239406565
2025-02-17 15:00:00+00:00,BTC-USD,Low,hourly,-13.94577209261585,-8.823585794809425
2025-02-17 16:00:00+00:00,BTC-USD,Low,hourly,-13.313929827480694,-12.280765906384106
2025-02-17 17:00:00+00:00,BTC-USD,Low,hourly,-12.800110325123379,-12.487388571735734
2025-02-17 18:00:00+00:00,BTC-USD,Low,hourly,-12.93017202145268,-11.92551092940382
2025-02-17 19:00:00+00:00,BTC-USD,Low,hourly,-12.628488435709553,-12.0259767124959
2025-02-17 20:00:00+00:00,BTC-USD,Low,hourly,-12.569294358931788,-10.68402207500664
2025-02-17 21:00:00+00:00,BTC-USD,Low,hourly,-12.420264988097836,-11.17421776260756
2025-02-17 22:00:00+00:00,BTC-USD,Low,hourly,-12.213482581106591,-10.728905783237307
2025-02-17 23:00:00+00:00,BTC-USD,Low,hourly,-11.95011978885524,-12.652119595477604
2025-02-18 00:00:00+00:00,BTC-USD,Low,hourly,-12.199387170205682,-12.662448504204866
2025-02-18 01:00:00+00:00,BTC-USD,Low,hourly,-12.078317779143525,-9.92663133224497
2025-02-18 02:00:00+00:00,BTC-USD,Low,hourly,-12.06687466292744,-12.241083105306563
2025-02-18 03:00:00+00:00,BTC-USD,Low,hourly,-12.220899833179313,-13.0947589217627
2025-02-18 04:00:00+00:00,BTC-USD,Low,hourly,-12.013093819524984,-13.119414643661765
2025-02-18 05:00:00+00:00,BTC-USD,Low,hourly,-12.10521892626462,-10.662386479891351
2025-02-18 06:00:00+00:00,BTC-USD,Low,hourly,-12.22944459620956,-11.623621063786178
2025-02-18 07:00:00+00:00,BTC-USD,Low,hourly,-11.925623941856003,-12.679370554856886
2025-02-18 08:00:00+00:00,BTC-USD,Low,hourly,-12.134597399672504,-11.915364272549215
2025-02-18 09:00:00+00:00,BTC-USD,Low,hourly,-12.302213585089858,-10.611775985016598
2025-02-18 10:00:00+00:00,BTC-USD,Low,hourly,-12.194564316411743,-16.06883497614976
2025-02-18 11:00:00+00:00,BTC-USD,Low,hourly,-12.009609208448042,-13.269982881807028
2025-02-18 12:00:00+00:00,BTC-USD,Low,hourly,-12.106541365681796,-10.196475668774951
2025-02-18 13:00:00+00:00,BTC-USD,Low,hourly,-12.556529788755917,-16.695908307565656
2025-02-18 14:00:00+00:00,BTC-USD,Low,hourly,-11.993139732984886,-10.250752843859017
2025-02-18 15:00:00+00:00,BTC-USD,Low,hourly,-12.253292173785514,-12.9904800514755
2025-02-18 16:00:00+00:00,BTC-USD,Low,hourly,-12.368464685827393,-9.415004244814716
2025-02-18 17:00:00+00:00,BTC-USD,Low,hourly,-12.448843803457736,-10.29836055643995
2025-02-18 18:00:00+00:00,BTC-USD,Low,hourly,-12.097249126134844,-12.091561833262444
2025-02-18 19:00:00+00:00,BTC-USD,Low,hourly,-11.92810902316141,-12.206749966006896
2025-02-18 20:00:00+00:00,BTC-USD,Low,hourly,-11.822575007730714,-13.151055881421652
2025-02-18 21:00:00+00:00,BTC-USD,Low,hourly,-11.905109634188408,-9.808748450105648
2025-02-18 22:00:00+00:00,BTC-USD,Low,hourly,-11.988176667906417,-11.395535804994864
2025-02-18 23:00:00+00:00,BTC-USD,Low,hourly,-11.946672732563862,-11.592010102705125
2025-02-19 00:00:00+00:00,BTC-USD,Low,hourly,-11.892997024065107,-11.852572817305033
2025-02-19 01:00:00+00:00,BTC-USD,Low,hourly,-11.615001907836815,-13.13991176111562
2025-02-19 02:00:00+00:00,BTC-USD,Low,hourly,-11.848490391161736,-11.324615102281856
2025-02-19 03:00:00+00:00,BTC-USD,Low,hourly,-12.053896712934888,-14.162692146419976
2025-02-19 04:00:00+00:00,BTC-USD,Low,hourly,-11.983868092391216,-10.920588406992316
2025-02-19 05:00:00+00:00,BTC-USD,Low,hourly,-11.976889066062714,-18.240578702040416
2025-02-19 06:00:00+00:00,BTC-USD,Low,hourly,-11.959414293607608,-11.287812806512797
2025-02-19 07:00:00+00:00,BTC-USD,Low,hourly,-12.677589193051443,-14.047276273248675
2025-02-19 08:00:00+00:00,BTC-USD,Low,hourly,-12.47057084020774,-15.558574604590394
2025-02-19 09:00:00+00:00,BTC-USD,Low,hourly,-12.508557580681044,-11.364002453679513
2025-02-19 10:00:00+00:00,BTC-USD,Low,hourly,-13.305804485505416,-11.16092850243087
2025-02-19 11:00:00+00:00,BTC-USD,Low,hourly,-12.85950151667952,-15.147229386444192
2025-02-19 12:00:00+00:00,BTC-USD,Low,hourly,-12.412385957618552,-12.65173345272484
2025-02-19 13:00:00+00:00,BTC-USD,Low,hourly,-13.27295728977835,-13.436354529881692
2025-02-19 14:00:00+00:00,BTC-USD,Low,hourly,-12.626750007795636,-10.734567490031374
2025-02-19 15:00:00+00:00,BTC-USD,Low,hourly,-12.955499189614914,-13.72955486010825
2025-02-19 16:00:00+00:00,BTC-USD,Low,hourly,-12.411088315127953,-11.604817224152246
2025-02-19 17:00:00+00:00,BTC-USD,Low,hourly,-12.62186692978408,-12.496237912207976
2025-02-19 18:00:00+00:00,BTC-USD,Low,hourly,-12.683750507278546,-9.651236572356488
2025-02-19 19:00:00+00:00,BTC-USD,Low,hourly,-12.675618600772484,-10.700511266710093
2025-02-19 20:00:00+00:00,BTC-USD,Low,hourly,-12.461589231543966,-13.911844538304845
2025-02-19 21:00:00+00:00,BTC-USD,Low,hourly,-11.983896732134882,-14.082215828784324
2025-02-19 22:00:00+00:00,BTC-USD,Low,hourly,-12.318878676190737,-11.95536054117918
2025-02-19 23:00:00+00:00,BTC-USD,Low,hourly,-12.511431833717825,-13.76725641506274
2025-02-20 00:00:00+00:00,BTC-USD,Low,hourly,-12.47996625557015,-12.353116677093148
2025-02-20 01:00:00+00:00,BTC-USD,Low,hourly,-12.724301439833413,-13.434811494748716
2025-02-20 02:00:00+00:00,BTC-USD,Low,hourly,-12.52285214184028,-10.608818187438573
2025-02-20 03:00:00+00:00,BTC-USD,Low,hourly,-12.870665216982992,-13.420553120100974
2025-02-20 04:00:00+00:00,BTC-USD,Low,hourly,-12.35244068177474,-13.163285345910932
2025-02-20 05:00:00+00:00,BTC-USD,Low,hourly,-13.122288131465268,-11.565353561534236
2025-02-20 06:00:00+00:00,BTC-USD,Low,hourly,-12.495654837528523,-18.140550230336903
2025-02-20 07:00:00+00:00,BTC-USD,Low,hourly,-12.653785477530189,-14.649592231156833
2025-02-20 08:00:00+00:00,BTC-USD,Low,hourly,-13.33456610640752,-12.33995461033174
2025-02-20 09:00:00+00:00,BTC-USD,Low,hourly,-13.08437735618553,-20.802836982429486
2025-02-20 10:00:00+00:00,BTC-USD,Low,hourly,-12.992190689110533,-12.42284079490204
2025-02-20 11:00:00+00:00,BTC-USD,Low,hourly,-14.127758018624425,-12.73996722605706
2025-02-20 12:00:00+00:00,BTC-USD,Low,hourly,-13.732446069729415,-12.147218492365695
2025-02-20 13:00:00+00:00,BTC-USD,Low,hourly,-13.705274584855605,-13.466318693418613
2025-02-20 14:00:00+00:00,BTC-USD,Low,hourly,-13.30580226561529,-10.575719741537078
2025-02-20 15:00:00+00:00,BTC-USD,Low,hourly,-13.593387747442684,-13.14949690022256
2025-02-20 16:00:00+00:00,BTC-USD,Low,hourly,-13.101626167281083,-10.055972822000443
2025-02-20 17:00:00+00:00,BTC-USD,Low,hourly,-13.187231819426884,-10.767552323702056
2025-02-20 18:00:00+00:00,BTC-USD,Low,hourly,-12.618878211791174,-11.381635335957167
2025-02-20 19:00:00+00:00,BTC-USD,Low,hourly,-12.530609916130214,-13.666071291788828
2025-02-20 20:00:00+00:00,BTC-USD,Low,hourly,-12.708061802338548,-17.037478737851554
2025-02-20 21:00:00+00:00,BTC-USD,Low,hourly,-12.818446466962433,-11.669243766847629
2025-02-20 22:00:00+00:00,BTC-USD,Low,hourly,-13.04358400071315,-14.616696083006175
2025-02-20 23:00:00+00:00,BTC-USD,Low,hourly,-13.071759149686018,-13.176687179473808
2025-02-21 00:00:00+00:00,BTC-USD,Low,hourly,-13.096569633990944,-14.110748840499149
2025-02-21 01:00:00+00:00,BTC-USD,Low,hourly,-13.202630701669886,-13.46582903837903
2025-02-21 02:00:00+00:00,BTC-USD,Low,hourly,-13.036266893556473,-12.311045271002872
2025-02-21 03:00:00+00:00,BTC-USD,Low,hourly,-13.333889258658735,-17.382173622880295
2025-02-21 04:00:00+00:00,BTC-USD,Low,hourly,-13.209197575264275,-15.1182878533465
2025-02-21 05:00:00+00:00,BTC-USD,Low,hourly,-13.477750794384608,-13.210407893044586
2025-02-21 06:00:00+00:00,BTC-USD,Low,hourly,-14.236758981485334,-15.137350866860164
2025-02-21 07:00:00+00:00,BTC-USD,Low,hourly,-13.818386921879805,-12.34116690781521
2025-02-21 08:00:00+00:00,BTC-USD,Low,hourly,-13.739573591230233,-15.791136069679016
2025-02-21 09:00:00+00:00,BTC-USD,Low,hourly,-14.368684860626159,-13.557620763225762
2025-02-21 10:00:00+00:00,BTC-USD,Low,hourly,-13.749474914332007,-11.96620750773119
2025-02-21 11:00:00+00:00,BTC-USD,Low,hourly,-13.759230922772273,-15.001017968977695
2025-02-21 12:00:00+00:00,BTC-USD,Low,hourly,-13.527789482477585,-11.685602048583736
2025-02-21 13:00:00+00:00,BTC-USD,Low,hourly,-13.793430575527314,-10.802840021259128
2025-02-21 14:00:00+00:00,BTC-USD,Low,hourly,-13.322353396333229,-10.379969453668895
2025-02-21 15:00:00+00:00,BTC-USD,Low,hourly,-13.306163683258461,-9.70552183422268
2025-02-21 16:00:00+00:00,BTC-USD,Low,hourly,-12.735586262308942,-12.664108993953564
2025-02-21 17:00:00+00:00,BTC-USD,Low,hourly,-12.49988285947617,-8.738318098856034
2025-02-21 18:00:00+00:00,BTC-USD,Low,hourly,-12.571860560684534,-10.689634203363742
2025-02-21 19:00:00+00:00,BTC-USD,Low,hourly,-12.399215939569082,-8.810086364419721
2025-02-21 20:00:00+00:00,BTC-USD,Low,hourly,-12.535637319716797,-10.89892826368538
2025-02-21 21:00:00+00:00,BTC-USD,Low,hourly,-11.679508502610519,-11.083026826301218
2025-02-21 22:00:00+00:00,BTC-USD,Low,hourly,-11.869527884681494,-10.655853619378965
2025-02-21 23:00:00+00:00,BTC-USD,Low,hourly,-11.660967428379292,-11.335457273881678
2025-02-22 00:00:00+00:00,BTC-USD,Low,hourly,-11.646099911144447,-16.423895593529373
2025-02-22 01:00:00+00:00,BTC-USD,Low,hourly,-11.556816414452806,-14.677375510069009
2025-02-22 02:00:00+00:00,BTC-USD,Low,hourly,-11.934347560223037,-13.900642896881358
2025-02-22 03:00:00+00:00,BTC-USD,Low,hourly,-12.666166295783421,-16.518397497300054
2025-02-22 04:00:00+00:00,BTC-USD,Low,hourly,-12.583131255964732,-13.52434617495667
2025-02-22 05:00:00+00:00,BTC-USD,Low,hourly,-12.800013733813033,-13.975343684241553
2025-02-22 06:00:00+00:00,BTC-USD,Low,hourly,-13.04658435974591,-13.907339027293576
2025-02-22 07:00:00+00:00,BTC-USD,Low,hourly,-12.884969955844152,-14.942961390467184
2025-02-22 08:00:00+00:00,BTC-USD,Low,hourly,-13.299229275311655,-13.211705004093874
2025-02-22 09:00:00+00:00,BTC-USD,Low,hourly,-13.259502686350904,-11.870620859920296
2025-02-22 10:00:00+00:00,BTC-USD,Low,hourly,-13.110406904970331,-16.972091514161356
2025-02-22 11:00:00+00:00,BTC-USD,Low,hourly,-13.262847553646335,-13.713146341514983
2025-02-22 12:00:00+00:00,BTC-USD,Low,hourly,-13.329653595829987,-11.79228715655834
2025-02-22 13:00:00+00:00,BTC-USD,Low,hourly,-13.287577582935246,-11.561764172272174
2025-02-22 14:00:00+00:00,BTC-USD,Low,hourly,-13.101048676503694,-23.40990509641067
2025-02-22 15:00:00+00:00,BTC-USD,Low,hourly,-12.887339427998317,-14.15964013054273
2025-02-22 16:00:00+00:00,BTC-USD,Low,hourly,-14.198407871851792,-13.717529982687909
2025-02-22 17:00:00+00:00,BTC-USD,Low,hourly,-13.838452004578393,-13.898194891698976
2025-02-22 18:00:00+00:00,BTC-USD,Low,hourly,-14.003476520326208,-12.488034974081051
2025-02-22 19:00:00+00:00,BTC-USD,Low,hourly,-13.822547485421884,-12.517053841048872
2025-02-22 20:00:00+00:00,BTC-USD,Low,hourly,-13.879791385887486,-15.505035454751631
2025-02-22 21:00:00+00:00,BTC-USD,Low,hourly,-13.761456338405363,-13.918843281496914
2025-02-22 22:00:00+00:00,BTC-USD,Low,hourly,-13.895479660569825,-15.619154316206634
2025-02-22 23:00:00+00:00,BTC-USD,Low,hourly,-13.959442642254594,-14.841367207719244
2025-02-23 00:00:00+00:00,BTC-USD,Low,hourly,-14.585484796150016,-14.66148932721458
2025-02-23 01:00:00+00:00,BTC-USD,Low,hourly,-14.452410980062266,-12.817033101153273
2025-02-23 02:00:00+00:00,BTC-USD,Low,hourly,-14.402670171864091,-14.916994397092026
2025-02-23 03:00:00+00:00,BTC-USD,Low,hourly,-14.483008369977371,-16.508766712938748
2025-02-23 04:00:00+00:00,BTC-USD,Low,hourly,-14.254417587148003,-15.810689503780637
2025-02-23 05:00:00+00:00,BTC-USD,Low,hourly,-14.518713746912427,-12.57758561060409
2025-02-23 06:00:00+00:00,BTC-USD,Low,hourly,-14.640567995511475,-13.511543865152642
2025-02-23 07:00:00+00:00,BTC-USD,Low,hourly,-14.530088041879797,-12.294117355609911
2025-02-23 08:00:00+00:00,BTC-USD,Low,hourly,-14.27211472927445,-12.539806277677142
2025-02-23 09:00:00+00:00,BTC-USD,Low,hourly,-13.954461432106125,-14.92911797478396
2025-02-23 10:00:00+00:00,BTC-USD,Low,hourly,-14.27704396457095,-13.02358290836714
2025-02-23 11:00:00+00:00,BTC-USD,Low,hourly,-14.046034802731741,-15.492314671511997
2025-02-23 12:00:00+00:00,BTC-USD,Low,hourly,-13.770475118706036,-10.91736845482735
2025-02-23 13:00:00+00:00,BTC-USD,Low,hourly,-13.920182682210793,-12.13849966379707
2025-02-23 14:00:00+00:00,BTC-USD,Low,hourly,-14.697393592519939,-11.877681131348844
2025-02-23 15:00:00+00:00,BTC-USD,Low,hourly,-13.60472516063893,-12.08945642017956
2025-02-23 16:00:00+00:00,BTC-USD,Low,hourly,-13.393486328041243,-16.085228881826225
2025-02-23 17:00:00+00:00,BTC-USD,Low,hourly,-13.280657201847466,-12.71991921377796
2025-02-23 18:00:00+00:00,BTC-USD,Low,hourly,-13.430647053750276,-14.18164035738094
2025-02-23 19:00:00+00:00,BTC-USD,Low,hourly,-13.362852730595158,-19.418933717793337
2025-02-23 20:00:00+00:00,BTC-USD,Low,hourly,-13.7150314013677,-15.733249833187468
2025-02-23 21:00:00+00:00,BTC-USD,Low,hourly,-14.136350413817537,-17.011613179845728
2025-02-23 22:00:00+00:00,BTC-USD,Low,hourly,-14.448826374275118,-13.796450057010013
2025-02-23 23:00:00+00:00,BTC-USD,Low,hourly,-14.632221022118076,-10.903148608084768
2025-02-24 00:00:00+00:00,BTC-USD,Low,hourly,-14.533086727063248,-17.05227088895673
2025-02-24 01:00:00+00:00,BTC-USD,Low,hourly,-14.006079488743437,-11.433275816634012
2025-02-24 02:00:00+00:00,BTC-USD,Low,hourly,-14.498419979289054,-12.645554610532349
2025-02-24 03:00:00+00:00,BTC-USD,Low,hourly,-14.33908409420925,-11.66613184048252
2025-02-24 04:00:00+00:00,BTC-USD,Low,hourly,-14.107947095207036,-11.974073442165412
2025-02-24 05:00:00+00:00,BTC-USD,Low,hourly,-13.572705734410007,-10.748194340150343
2025-02-24 06:00:00+00:00,BTC-USD,Low,hourly,-13.499016550952772,-14.464319179613955
2025-02-24 07:00:00+00:00,BTC-USD,Low,hourly,-13.116000506234828,-13.949703649562425
2025-02-24 08:00:00+00:00,BTC-USD,Low,hourly,-13.271893437209823,-11.02952907443502
2025-02-24 09:00:00+00:00,BTC-USD,Low,hourly,-13.555796288431587,-11.621971682839998
2025-02-24 10:00:00+00:00,BTC-USD,Low,hourly,-13.132612250884964,-13.044401698510718
2025-02-24 11:00:00+00:00,BTC-USD,Low,hourly,-13.20686383720191,-12.533621934665623
2025-02-24 12:00:00+00:00,BTC-USD,Low,hourly,-12.77576513400318,-14.850439206722925
2025-02-24 13:00:00+00:00,BTC-USD,Low,hourly,-12.862541574153036,-12.63238122880371
2025-02-24 14:00:00+00:00,BTC-USD,Low,hourly,-13.035864920376854,-9.18307881455627
2025-02-24 15:00:00+00:00,BTC-USD,Low,hourly,-13.015093806301937,-10.975786845694804
2025-02-24 16:00:00+00:00,BTC-USD,Low,hourly,-12.997838425749,-13.539750462691613
2025-02-24 17:00:00+00:00,BTC-USD,Low,hourly,-12.49219924642085,-11.484609825494513
2025-02-24 18:00:00+00:00,BTC-USD,Low,hourly,-12.72859694980725,-10.393782593142047
2025-02-24 19:00:00+00:00,BTC-USD,Low,hourly,-13.080411812409416,-11.93322063887806
2025-02-24 20:00:00+00:00,BTC-USD,Low,hourly,-12.479857408514949,-12.910708262215527
2025-02-24 21:00:00+00:00,BTC-USD,Low,hourly,-12.54165291638453,-15.302443903924988
2025-02-24 22:00:00+00:00,BTC-USD,Low,hourly,-12.286570712720069,-8.293828392080144
2025-02-24 23:00:00+00:00,BTC-USD,Low,hourly,-12.322960647157842,-8.798583056544903
2025-02-25 00:00:00+00:00,BTC-USD,Low,hourly,-12.481506305645908,-10.767152357411218
2025-02-25 01:00:00+00:00,BTC-USD,Low,hourly,-11.606854684593912,-12.74495296444958
2025-02-25 02:00:00+00:00,BTC-USD,Low,hourly,-11.63361543178003,-11.116668376657111
2025-02-25 03:00:00+00:00,BTC-USD,Low,hourly,-11.654893980630147,-13.147083301553735
2025-02-25 04:00:00+00:00,BTC-USD,Low,hourly,-11.629494557367538,-12.172172986968809
2025-02-25 05:00:00+00:00,BTC-USD,Low,hourly,-11.668672487306202,-17.336406137222166
2025-02-25 06:00:00+00:00,BTC-USD,Low,hourly,-12.055660026046123,-9.542782487269944
2025-02-25 07:00:00+00:00,BTC-USD,Low,hourly,-12.532252418025408,-7.7985917685369985
2025-02-25 08:00:00+00:00,BTC-USD,Low,hourly,-11.971129741820619,-16.650166096147764
2025-02-25 09:00:00+00:00,BTC-USD,Low,hourly,-11.611410511828117,-8.796240185921214
2025-02-25 10:00:00+00:00,BTC-USD,Low,hourly,-12.239736127703408,-13.73422296535431
2025-02-25 11:00:00+00:00,BTC-USD,Low,hourly,-11.852183391588932,-8.957732932733059
2025-02-25 12:00:00+00:00,BTC-USD,Low,hourly,-12.248838347766068,-14.500552860530766
2025-02-25 13:00:00+00:00,BTC-USD,Low,hourly,-11.721516379006136,-10.603051712832416
2025-02-25 14:00:00+00:00,BTC-USD,Low,hourly,-11.684002273274949,-7.853529968038055
2025-02-25 15:00:00+00:00,BTC-USD,Low,hourly,-11.73950911392424,-12.000622383330157
2025-02-25 16:00:00+00:00,BTC-USD,Low,hourly,-11.58702486440178,-12.75508059113992
2025-02-25 17:00:00+00:00,BTC-USD,Low,hourly,-11.441583751796957,-11.145637249117115
2025-02-25 18:00:00+00:00,BTC-USD,Low,hourly,-11.472788785499706,-12.877016435538083
2025-02-25 19:00:00+00:00,BTC-USD,Low,hourly,-11.580015759288013,-9.187146600996408
2025-02-25 20:00:00+00:00,BTC-USD,Low,hourly,-11.797206092918916,-12.041639190974616
2025-02-25 21:00:00+00:00,BTC-USD,Low,hourly,-11.755530825795113,-10.264174340413312
2025-02-25 22:00:00+00:00,BTC-USD,Low,hourly,-11.148119616771671,-12.916578533836446
2025-02-25 23:00:00+00:00,BTC-USD,Low,hourly,-11.106315722808578,-15.659767856359723
2025-02-26 00:00:00+00:00,BTC-USD,Low,hourly,-11.464268162399916,-9.8492952967332
2025-02-26 01:00:00+00:00,BTC-USD,Low,hourly,-12.059413278643953,-9.881732823750644
2025-02-26 02:00:00+00:00,BTC-USD,Low,hourly,-11.692706559580701,-11.826484799207366
2025-02-26 03:00:00+00:00,BTC-USD,Low,hourly,-11.697437486337995,-13.397451745184428
2025-02-26 04:00:00+00:00,BTC-USD,Low,hourly,-11.62178933587006,-13.915066927001565
2025-02-26 05:00:00+00:00,BTC-USD,Low,hourly,-12.2661966154647,-11.26816570579561
2025-02-26 06:00:00+00:00,BTC-USD,Low,hourly,-11.722613469706074,-10.905155870346364
2025-02-26 07:00:00+00:00,BTC-USD,Low,hourly,-11.519363690917563,-12.891967134357838
2025-02-26 08:00:00+00:00,BTC-USD,Low,hourly,-12.261440764483368,-12.089212058920362
2025-02-26 09:00:00+00:00,BTC-USD,Low,hourly,-11.611478883974824,-9.975077665304116
2025-02-26 10:00:00+00:00,BTC-USD,Low,hourly,-12.106749667836983,-12.56001077564092
2025-02-26 11:00:00+00:00,BTC-USD,Low,hourly,-11.46223782945112,-9.961743046643896
2025-02-26 12:00:00+00:00,BTC-USD,Low,hourly,-12.073814596086786,-9.405245987635247
2025-02-26 13:00:00+00:00,BTC-USD,Low,hourly,-11.510979374746183,-9.494771824986522
2025-02-26 14:00:00+00:00,BTC-USD,Low,hourly,-11.052907128343778,-10.876507605529415
2025-02-26 15:00:00+00:00,BTC-USD,Low,hourly,-11.274699011546593,-16.905506301347724
2025-02-26 16:00:00+00:00,BTC-USD,Low,hourly,-11.303679890348445,-9.926863531137794
2025-02-26 17:00:00+00:00,BTC-USD,Low,hourly,-11.712774960399601,-8.585057139092934
2025-02-26 18:00:00+00:00,BTC-USD,Low,hourly,-11.692863356877545,-7.886522620607479
2025-02-26 19:00:00+00:00,BTC-USD,Low,hourly,-11.050194427561388,-11.822194471472509
2025-02-26 20:00:00+00:00,BTC-USD,Low,hourly,-10.9956385845556,-9.79504443728726
2025-02-26 21:00:00+00:00,BTC-USD,Low,hourly,-10.91630627604194,-15.00376262679186
2025-02-26 22:00:00+00:00,BTC-USD,Low,hourly,-11.045802954214432,-14.461641152105516
2025-02-26 23:00:00+00:00,BTC-USD,Low,hourly,-11.686839563634301,-11.398578826597966
2025-02-27 00:00:00+00:00,BTC-USD,Low,hourly,-11.434720559464344,-9.732989900959009
2025-02-27 01:00:00+00:00,BTC-USD,Low,hourly,-11.434081698665022,-14.386640754117266
