,forecast
2347,0.0005298026228250527
2348,0.00040105317401462867
2349,0.0004931619799647925
2350,0.00023961148088175063
2351,0.0004162572046594212
2352,0.0005554436777053297
2353,0.0025757544371071083
2354,0.002453869258720715
2355,0.0018962780102900415
2356,0.0012972915610208935
2357,0.0016590834604999812
2358,0.0008842121065832753
2359,0.001228271267231977
2360,0.0009473753773027336
2361,0.0020602757372135383
2362,0.000920597458816814
2363,0.0015637808406321373
2364,0.000614278614358113
2365,0.0007964088869092898
2366,0.0008999397992625876
2367,0.008643556781454278
2368,0.012428617170970652
2369,0.009844021580691262
2370,0.007310124281722837
2371,0.002646556825616537
2372,0.001797584689062304
2373,0.0033545142500604206
2374,0.0019610108793115997
2375,0.0016521097533792174
2376,0.0012942960383128534
2377,0.0007115748483034777
2378,0.00035018222077842575
2379,0.0014345846551044987
2380,0.0019357973627313618
2381,0.0014315540904722883
2382,0.0012060235509039898
2383,0.000798535864091495
2384,0.0005449804684851144
2385,0.00046892952855013946
2386,0.00035817581033793664
2387,0.0006535579859544042
2388,0.0007217075163856308
2389,0.0014019383567385763
2390,0.0005694833607614722
2391,0.0005229548701148642
2392,0.0007538847732218966
2393,0.0004917806334645353
2394,0.0005063869119617234
2395,0.0003609167709730259
2396,0.0005230650831581878
2397,0.0004893320677209023
2398,0.0005027074909191184
2399,0.00017331775050926125
2400,0.00017579060099120943
2401,0.0002639237917203941
2402,0.0010303377667716196
2403,0.0008431413108391886
2404,0.0005029040035265031
2405,0.0017086797230730876
2406,0.0004563939514020328
2407,0.00032453545366295836
2408,0.0005280186965130038
2409,0.0006094781761322209
2410,0.0002801725222771024
2411,0.0004595679658079643
2412,0.00022779188509656383
2413,0.00012268790921413967
2414,0.0003752625124925613
2415,0.0001390956452747203
2416,0.00022032549267567855
2417,0.000353943784801202
2418,0.00019537912393625072
2419,0.000200162590990663
2420,0.00012105607121142712
2421,9.656540829341958e-05
2422,0.00017200836523630113
2423,0.00011512386261106828
2424,0.0003764064800977507
2425,0.00010654678625003458
2426,0.00026767076073576287
2427,6.605850744483029e-05
2428,0.0001913983237795697
2429,0.00039676164326621886
2430,0.0002373099880768864
2431,0.000544563017506197
2432,0.0010749985128938116
2433,0.000696993956089764
2434,0.0027296515172019306
2435,0.0008500130662876806
2436,0.00106635069858171
2437,0.0007714987555309333
2438,0.0011860236141071877
2439,0.0005016095446946519
2440,0.001289992149422921
2441,0.0010186681095010223
2442,0.0007346221205001061
2443,0.0008036645930720013
2444,0.0010628096598510556
2445,0.0011089727006879583
2446,0.0006064898045534051
2447,0.0006036975252254968
2448,0.00034306372755513187
2449,0.0009724594151977645
2450,0.0010094592999306611
2451,0.0005563511436434358
2452,0.0007839649345769049
2453,0.001165785665383479
2454,0.0006163842455632759
2455,0.00038160724974901954
2456,0.0004906593240770785
2457,0.00041480430502733456
2458,0.0006427644868070676
2459,0.0004968480630115573
2460,0.0013146492932863678
2461,0.0008264420711006246
2462,0.000301255876780313
2463,0.00032215677641293843
2464,0.000600260255608548
2465,0.0008756649524042144
2466,0.001127197259352298
2467,0.0011339419896791115
2468,0.0009285539216762927
2469,0.0003449624524509979
2470,0.0004931256525158552
2471,0.0005519326884027368
2472,0.0006635018594584462
2473,0.0007234471738342373
2474,0.0005609970575554456
2475,0.000709302901822423
2476,0.000306393999866388
2477,0.0003359047420835954
2478,0.0003812971861720325
2479,0.0003668078030128146
2480,0.00046399880405544085
2481,0.0003880662898837585
2482,0.0009930286365728205
2483,0.000201499016302827
2484,0.00024648090508703596
2485,0.00022729235881083654
2486,0.000430288056675509
2487,0.000343703413221836
2488,0.0011180305052749641
2489,0.001410357772789532
2490,0.0014161846353854023
2491,0.0015511483096924679
2492,0.0018335296437513833
2493,0.001984959736245251
2494,0.0015687752055884823
2495,0.0008174966593726662
2496,0.0013735995876703116
2497,0.0013005671617884469
2498,0.0008928017043505785
2499,0.0008842862086661024
2500,0.0009945197447895928
2501,0.001341737379037172
2502,0.0010381757994574249
2503,0.0014583207233353208
2504,0.0004516758844494266
2505,0.0005236490779160785
2506,0.0007004163107855975
2507,0.000667103865623676
2508,0.00046214799769184536
2509,0.0005572869743753834
2510,0.0004798363256422327
2511,0.00021390250420451391
2512,0.0002596139335223882
2513,0.0005443714048230248
2514,0.0007624059132871128
2515,0.0007710208582653396
2516,0.0004029978942267189
2517,0.0002836311056379532
2518,0.00018776095110841187
2519,0.0003653724090856041
2520,0.0004312622656982376
2521,0.0004170409707540127
2522,0.0006622302979455575
2523,0.0007309266545381305
2524,0.001557414086560677
2525,0.0003765172280999744
2526,0.00016971426867912317
2527,0.00030533937391279077
2528,4.3061212786756266e-05
2529,0.005177255845454937
2530,0.0005842282162700825
2531,0.0004662491795301658
2532,0.0003597374809441937
2533,0.0005523577043962183
2534,0.001248062157736091
2535,0.001252027793430635
2536,0.00044614187920451117
2537,0.0001955998017211726
2538,0.0003832649975371263
2539,0.0005584650673418985
2540,0.000450906822248356
2541,0.0005360837368141735
2542,0.0002785153086317302
2543,0.0007625920896713024
2544,0.0008868183696567912
2545,0.0005545870345533021
2546,0.0007702202266649234
2547,0.00037526334290589067
2548,0.0009488203800586631
2549,0.0006831590709310677
2550,0.0007363802226739489
2551,0.0002968003558931567
2552,0.00029231378913174063
2553,0.00040437540703230977
2554,0.00029972896663733677
2555,0.00029485993196930876
2556,0.0003065751211831563
2557,0.00020824422427100114
2558,0.00010549326752115398
2559,0.00011243093359185192
2560,0.000151180977706116
2561,0.00028949812204407
2562,0.0003746501317720517
2563,0.00028851971312614575
2564,0.0001709480014185057
2565,0.00011852507204725523
2566,0.00042374759392580473
2567,0.0002730639170233577
2568,0.00023388346898743116
2569,0.0003309943501117704
2570,0.00029495333453668517
2571,0.0002975577721398192
2572,0.00012354642900895915
2573,0.00015204463712749922
2574,0.0004942975300916239
2575,0.0005170078186184564
2576,0.0005402262715227313
2577,0.0002463785655440021
2578,0.000200066635436542
2579,0.0008279198812316929
2580,0.0002715124823995413
2581,0.00042417867492260456
2582,0.0003848579448361518
2583,0.00113859148327483
2584,0.0004464307941836263
2585,0.0004124921319247052
2586,0.00044039797029915545
2587,0.00022784667612480415
2588,0.00037736936603002515
2589,0.0005306762592609249
2590,0.0008107949464266564
2591,0.0004886953728902149
2592,0.0005415169532616335
2593,0.00028342088386111314
2594,0.0004019105610505164
2595,0.0005651747850430491
2596,0.00048312087122739206
2597,0.0004860053763738836
2598,0.0002662264339619255
2599,0.0011871829006748183
2600,0.00021908724139854473
2601,0.0005051818722984134
2602,0.0004390445077523559
2603,0.0003012853323594326
2604,0.0002758126350912258
2605,0.0005480696881414593
2606,0.0003337671403570206
2607,0.00014205706874899796
2608,0.00013895796482766665
2609,0.0002750930332415454
2610,0.00017380300363637567
2611,0.0002411433377781502
2612,0.0008482247028733095
2613,0.0006436093465987184
2614,0.00012515177620518592
2615,0.00013254173018016857
2616,0.0003154507685794687
2617,0.0003215770076359008
2618,0.0002582986018752665
2619,0.0002876689526958442
2620,0.00013043729198535564
2621,0.00021832393892412088
2622,0.00015505751906594434
2623,0.0003413049119072447
2624,0.00011961547082305695
2625,0.0001829635120960761
2626,0.00012651168870301123
2627,8.74244882015632e-05
2628,4.769007793582266e-05
2629,7.024535380297473e-05
2630,8.82962996699986e-05
2631,0.00030735287839452237
2632,0.0001866729768325595
2633,0.00014016600348782938
2634,0.00014533148025045665
2635,6.198493571618656e-05
2636,6.637196137343159e-05
2637,0.00019198785352977137
2638,0.00017076021282922665
2639,9.68529392458343e-05
2640,8.331867139759663e-05
2641,7.553747739408607e-05
2642,1.9828925204278364e-05
2643,3.435564879791273e-05
2644,5.271245128687781e-05
2645,8.775623503746543e-05
2646,0.00010852113672423882
2647,0.0034500827656764967
2648,0.0008954200061632225
2649,0.0002502365252687583
2650,0.00020202425030749167
2651,0.0002922546496567621
2652,0.0005591004393017825
2653,0.000568706622356094
2654,0.000277489119040392
2655,0.00029454420902693616
2656,5.2488816255450576e-05
2657,5.374023599296862e-05
2658,0.0002210597381191821
2659,0.000787101964417901
2660,0.00029473265954593276
2661,0.0004499440356302294
2662,0.00035811028206521897
2663,0.00012907635908923943
2664,0.00011882527873325981
2665,0.00017298047760004487
2666,0.0002366643699139394
2667,0.0003432777830578751
2668,0.00018809812281013846
2669,0.00017399622429741757
2670,3.944919988845878e-05
2671,0.00017678144241597228
2672,0.0006355637940579975
2673,0.00042010931371594694
2674,0.0003288624809026931
2675,0.0003433501775236943
2676,0.00018055905774697664
2677,8.605665827419316e-05
2678,8.300846242118801e-05
2679,0.0002506677671091421
2680,0.0002006499868431511
2681,0.0002648249984478376
2682,0.0003473745350413765
2683,0.00011641327319468314
2684,5.2480599501492596e-05
2685,0.00011587308905422148
2686,0.0002090672034536899
2687,9.08244968572733e-05
2688,0.00019741116555381218
2689,0.00030629652775255694
2690,0.0003210917949657819
2691,0.0001638102002652087
2692,0.0011433968439112225
2693,0.001044931641332542
2694,0.0002547646430025775
2695,0.00031672382920928385
2696,0.0002826417194098724
2697,0.00033668903110191763
2698,5.7793726299825994e-05
2699,2.5097556300707902e-05
