time,RV_forecast
2023-04-24,0.00044598884
2023-04-25,0.0004886702
2023-04-26,0.00054401235
2023-04-27,0.0006429063
2023-04-28,0.000777038
2023-04-29,0.00083136983
2023-04-30,0.0007530513
2023-05-01,0.00065822137
2023-05-02,0.0006241714
2023-05-03,0.0006203376
2023-05-04,0.00063325977
2023-05-05,0.0006100728
2023-05-06,0.0006159332
2023-05-07,0.00064226496
2023-05-08,0.00064486446
2023-05-09,0.0006696912
2023-05-10,0.0006619222
2023-05-11,0.0007183429
2023-05-12,0.00076476793
2023-05-13,0.00079983246
2023-05-14,0.0007486065
2023-05-15,0.00065183
2023-05-16,0.00059196015
2023-05-17,0.00055072346
2023-05-18,0.0005298135
2023-05-19,0.0005340962
2023-05-20,0.00053752627
2023-05-21,0.00049535575
2023-05-22,0.00044660276
2023-05-23,0.00042773547
2023-05-24,0.00044093397
2023-05-25,0.00047022864
2023-05-26,0.0005060028
2023-05-27,0.000515522
2023-05-28,0.0004916903
2023-05-29,0.0004872948
2023-05-30,0.00048960897
2023-05-31,0.0004883595
2023-06-01,0.00048543504
2023-06-02,0.00049074943
2023-06-03,0.0004919661
2023-06-04,0.00046256022
2023-06-05,0.00042280095
2023-06-06,0.0004189074
2023-06-07,0.0004420316
2023-06-08,0.0004746544
2023-06-09,0.00048456897
2023-06-10,0.0004641105
2023-06-11,0.000462949
2023-06-12,0.00046668496
2023-06-13,0.00047735157
2023-06-14,0.000490312
2023-06-15,0.0005312046
2023-06-16,0.0005618
2023-06-17,0.00057213614
2023-06-18,0.0005770831
2023-06-19,0.0005562009
2023-06-20,0.00052664743
2023-06-21,0.0005096465
2023-06-22,0.0005243799
2023-06-23,0.00054964266
2023-06-24,0.0005793351
2023-06-25,0.0005691411
2023-06-26,0.000543365
2023-06-27,0.00053818565
2023-06-28,0.0005407018
2023-06-29,0.0005534933
2023-06-30,0.00055066706
2023-07-01,0.0005971611
2023-07-02,0.00059970503
2023-07-03,0.0005982227
2023-07-04,0.000589353
2023-07-05,0.0005531052
2023-07-06,0.0005139546
2023-07-07,0.0005107166
2023-07-08,0.00052883173
2023-07-09,0.00050586654
2023-07-10,0.00046430973
2023-07-11,0.00044368676
2023-07-12,0.00043005974
2023-07-13,0.00043397458
2023-07-14,0.00047900123
2023-07-15,0.0005451799
2023-07-16,0.0005487358
2023-07-17,0.00050345453
2023-07-18,0.0004737147
2023-07-19,0.00046635733
2023-07-20,0.00046973224
2023-07-21,0.00046711782
2023-07-22,0.00045026783
2023-07-23,0.0004450046
2023-07-24,0.00044113141
2023-07-25,0.00044976914
2023-07-26,0.0004490191
2023-07-27,0.0004446534
2023-07-28,0.0004273654
2023-07-29,0.00039687843
2023-07-30,0.00035640862
2023-07-31,0.00033268955
2023-08-01,0.0003301991
2023-08-02,0.00035619966
2023-08-03,0.0003927965
2023-08-04,0.00041921917
2023-08-05,0.00043048733
2023-08-06,0.00040550972
2023-08-07,0.0003641501
2023-08-08,0.00034313538
2023-08-09,0.00034321472
2023-08-10,0.00034947554
2023-08-11,0.00035254922
2023-08-12,0.00034930796
2023-08-13,0.00032488952
2023-08-14,0.00030369044
2023-08-15,0.00029547102
2023-08-16,0.00030254803
2023-08-17,0.0003193643
2023-08-18,0.00037211008
2023-08-19,0.00044794515
2023-08-20,0.0005114709
2023-08-21,0.00052919466
2023-08-22,0.00051159016
2023-08-23,0.00049872365
2023-08-24,0.00049899245
2023-08-25,0.0004957516
2023-08-26,0.0004908959
2023-08-27,0.00045849153
2023-08-28,0.00040766527
2023-08-29,0.0003820169
2023-08-30,0.0004054879
2023-08-31,0.00044109128
2023-09-01,0.00047906014
2023-09-02,0.0005052219
2023-09-03,0.0004834683
2023-09-04,0.00043964552
2023-09-05,0.0004054732
2023-09-06,0.0003884523
2023-09-07,0.00039847335
2023-09-08,0.00041274552
2023-09-09,0.00041937767
2023-09-10,0.00038562715
2023-09-11,0.00036244077
2023-09-12,0.00038500648
2023-09-13,0.00044006208
2023-09-14,0.00050376414
2023-09-15,0.00054838415
2023-09-16,0.0005512482
2023-09-17,0.0005032705
2023-09-18,0.00044416875
2023-09-19,0.00041199106
2023-09-20,0.00040272487
2023-09-21,0.00040983866
2023-09-22,0.0004219496
2023-09-23,0.00042259577
2023-09-24,0.00039829558
2023-09-25,0.00038010214
2023-09-26,0.00038105217
2023-09-27,0.00038473908
2023-09-28,0.00039413798
2023-09-29,0.00041190308
2023-09-30,0.00043273825
2023-10-01,0.00044355774
2023-10-02,0.00049448025
2023-10-03,0.00057721714
2023-10-04,0.00063196244
2023-10-05,0.0006366952
2023-10-06,0.00060459995
2023-10-07,0.00056482217
2023-10-08,0.00049297966
